"acc" "trial" "block"
0.571429 188 8
0.5 189 8
0.857143 190 8
0.714286 191 8
0.5 192 8
0.642857 193 8
0.714286 194 8
0.571429 195 8
0.785714 196 8
0.571429 197 8
0.642857 198 8
0.785714 199 8
0.642857 200 8
0.714286 201 9
0.857143 202 9
0.714286 203 9
0.714286 204 9
0.785714 205 9
0.5 206 9
0.5 207 9
0.357143 208 9
0.428571 209 9
0.571429 210 9
0.785714 211 9
0.714286 212 9
0.785714 213 9
0.642857 214 9
0.714286 215 9
0.571429 216 9
0.714286 217 9
0.785714 218 9
0.714286 219 9
0.714286 220 9
0.571429 221 9
0.571429 222 9
0.785714 223 9
0.571429 224 9
0.642857 225 9
0.571429 226 10
1 227 10
0.428571 228 10
0.714286 229 10
0.428571 230 10
0.785714 231 10
0.785714 232 10
0.642857 233 10
0.642857 234 10
0.571429 235 10
0.571429 236 10
0.785714 237 10
0.642857 238 10
0.5 239 10
0.642857 240 10
0.785714 241 10
0.5 242 10
0.5 243 10
0.785714 244 10
0.642857 245 10
0.857143 246 10
0.785714 247 10
0.642857 248 10
0.571429 249 10
0.571429 250 10
0.714286 251 11
0.857143 252 11
0.714286 253 11
0.714286 254 11
0.714286 255 11
0.928571 256 11
0.857143 257 11
0.714286 258 11
0.714286 259 11
1 260 11
0.785714 261 11
0.714286 262 11
0.785714 263 11
0.857143 264 11
0.714286 265 11
0.785714 266 11
0.571429 267 11
0.642857 268 11
0.785714 269 11
0.714286 270 11
0.714286 271 11
0.642857 272 11
0.642857 273 11
0.785714 274 11
0.785714 275 11
0.785714 276 12
0.5 277 12
0.714286 278 12
0.642857 279 12
0.5 280 12
0.714286 281 12
0.785714 282 12
0.714286 283 12
0.857143 284 12
1 285 12
0.857143 286 12
0.642857 287 12
0.857143 288 12
0.857143 289 12
0.428571 290 12
0.571429 291 12
0.857143 292 12
0.714286 293 12
0.857143 294 12
0.571429 295 12
0.785714 296 12
0.785714 297 12
0.642857 298 12
0.714286 299 12
0.571429 300 12
0.642857 301 13
0.714286 302 13
0.785714 303 13
0.642857 304 13
0.357143 305 13
0.642857 306 13
0.714286 307 13
0.5 308 13
0.571429 309 13
0.785714 310 13
0.714286 311 13
0.285714 312 13
0.642857 313 13
0.642857 314 13
0.571429 315 13
0.357143 316 13
0.285714 317 13
0.285714 318 13
0.357143 319 13
0.357143 320 13
0.5 321 13
0.5 322 13
0.357143 323 13
0.571429 324 13
0.571429 325 13
0.5 326 14
0.642857 327 14
0.285714 328 14
0.5 329 14
0.285714 330 14
0.142857 331 14
0.214286 332 14
0.214286 333 14
0.428571 334 14
0.285714 335 14
0.357143 336 14
0.5 337 14
0.285714 338 14
0.357143 339 14
0.428571 340 14
0.5 341 14
0.5 342 14
0.428571 343 14
0.428571 344 14
0.357143 345 14
0.357143 346 14
0.142857 347 14
0.357143 348 14
0.357143 349 14
0.428571 350 14
0.357143 351 15
0.285714 352 15
0.357143 353 15
0.428571 354 15
0.571429 355 15
0.357143 356 15
0.142857 357 15
0.285714 358 15
0.5 359 15
0.5 360 15
0.285714 361 15
0.285714 362 15
0.357143 363 15
0.285714 364 15
0.357143 365 15
0.214286 366 15
0.142857 367 15
0.285714 368 15
0.285714 369 15
0.357143 370 15
0.071429 371 15
0.428571 372 15
0.357143 373 15
0.285714 374 15
0.428571 375 15
0.428571 376 16
0.285714 377 16
0.285714 378 16
0.5 379 16
0.571429 380 16
0.214286 381 16
0.5 382 16
0.357143 383 16
0.285714 384 16
0.428571 385 16
0.214286 386 16
0.428571 387 16
0.428571 388 16
0.214286 389 16
0.5 390 16
0.142857 391 16
0.285714 392 16
0.214286 393 16
0.357143 394 16
0.428571 395 16
0.357143 396 16
0.428571 397 16
0.285714 398 16
0.357143 399 16
0.214286 400 16
0.357143 401 17
0.285714 402 17
0.214286 403 17
0.357143 404 17
0.428571 405 17
0.357143 406 17
0.142857 407 17
0.214286 408 17
0.285714 409 17
0.428571 410 17
0.285714 411 17
0.285714 412 17
0.428571 413 17
0.357143 414 17
0.428571 415 17
0.428571 416 17
0.642857 417 17
0.5 418 17
0.285714 419 17
0.357143 420 17
0.357143 421 17
0.357143 422 17
0.285714 423 17
0.357143 424 17
0.285714 425 17
0.428571 426 18
0.214286 427 18
0.142857 428 18
0.142857 429 18
0.428571 430 18
0.142857 431 18
0.214286 432 18
0.214286 433 18
0.214286 434 18
0.285714 435 18
0.428571 436 18
0.214286 437 18
0.142857 438 18
0.428571 439 18
0.285714 440 18
0.428571 441 18
0.5 442 18
0.214286 443 18
0.357143 444 18
0.214286 445 18
0.142857 446 18
0.357143 447 18
0.285714 448 18
0.142857 449 18
0.214286 450 18
0.214286 451 19
0.428571 452 19
0.357143 453 19
0.285714 454 19
0.428571 455 19
0.214286 456 19
0.214286 457 19
0.357143 458 19
0.285714 459 19
0.571429 460 19
0.357143 461 19
0.285714 462 19
0.214286 463 19
0.214286 464 19
0.285714 465 19
0.357143 466 19
0.071429 467 19
0.285714 468 19
0.214286 469 19
0.428571 470 19
0.428571 471 19
0.357143 472 19
0.142857 473 19
0.428571 474 19
0.285714 475 19
0.285714 476 20
0.214286 477 20
0.142857 478 20
0.285714 479 20
0.142857 480 20
0.357143 481 20
0.285714 482 20
0.142857 483 20
0.142857 484 20
0.214286 485 20
0.357143 486 20
0.357143 487 20
0.357143 488 20
0.214286 489 20
0.285714 490 20
0.285714 491 20
0.071429 492 20
0.357143 493 20
0.428571 494 20
0.071429 495 20
0.071429 496 20
0.142857 497 20
0.142857 498 20
0.285714 499 20
0.214286 500 20
0.285714 501 21
0.214286 502 21
0.214286 503 21
0.214286 504 21
0.214286 505 21
0.285714 506 21
0.071429 507 21
0.428571 508 21
0.357143 509 21
0.214286 510 21
0.285714 511 21
0.571429 512 21
0.142857 513 21
0.285714 514 21
0.5 515 21
0.214286 516 21
0.214286 517 21
0.357143 518 21
0.285714 519 21
0.285714 520 21
0.285714 521 21
0.5 522 21
0.5 523 21
0.357143 524 21
0.285714 525 21
0.428571 526 22
0.285714 527 22
0.214286 528 22
0.5 529 22
0.142857 530 22
0.428571 531 22
0.357143 532 22
0 533 22
0.142857 534 22
0.428571 535 22
0.357143 536 22
0.357143 537 22
0.357143 538 22
0.357143 539 22
0.357143 540 22
0.357143 541 22
0 542 22
0.142857 543 22
0.214286 544 22
0.285714 545 22
0.285714 546 22
0.285714 547 22
0.214286 548 22
0.285714 549 22
0 550 22
0.428571 551 23
0.142857 552 23
0.357143 553 23
0.071429 554 23
0.142857 555 23
0.285714 556 23
0.357143 557 23
0.142857 558 23
0.5 559 23
0.142857 560 23
0.357143 561 23
0.214286 562 23
0.285714 563 23
0.214286 564 23
0.214286 565 23
0.571429 566 23
0.214286 567 23
0.214286 568 23
0.357143 569 23
0.428571 570 23
0.428571 571 23
0.071429 572 23
0.285714 573 23
0.142857 574 23
0.285714 575 23
0.285714 576 24
0.285714 577 24
0.285714 578 24
0.285714 579 24
0.428571 580 24
0.142857 581 24
0.214286 582 24
0.071429 583 24
0.214286 584 24
0.285714 585 24
0.357143 586 24
0.214286 587 24
0.428571 588 24
0.071429 589 24
0.214286 590 24
0.285714 591 24
0.285714 592 24
0.214286 593 24
0.285714 594 24
0.285714 595 24
0.285714 596 24
0.214286 597 24
0.357143 598 24
0.214286 599 24
0.214286 600 24
0.214286 601 25
0.285714 602 25
0.428571 603 25
0.428571 604 25
0.5 605 25
0.428571 606 25
0.642857 607 25
0.5 608 25
0.285714 609 25
0.5 610 25
0.5 611 25
0.5 612 25
0.428571 613 25
0.428571 614 25
0.642857 615 25
0.5 616 25
0.5 617 25
0.714286 618 25
0.642857 619 25
0.571429 620 25
0.857143 621 25
0.5 622 25
0.571429 623 25
0.642857 624 25
0.642857 625 25
0.642857 626 26
0.428571 627 26
0.5 628 26
0.571429 629 26
0.5 630 26
0.857143 631 26
0.714286 632 26
0.571429 633 26
0.785714 634 26
0.642857 635 26
0.714286 636 26
0.642857 637 26
0.428571 638 26
0.571429 639 26
0.428571 640 26
0.642857 641 26
0.571429 642 26
0.571429 643 26
0.642857 644 26
0.642857 645 26
0.571429 646 26
0.642857 647 26
0.357143 648 26
0.5 649 26
0.714286 650 26
0.857143 651 27
0.714286 652 27
0.714286 653 27
0.5 654 27
0.714286 655 27
0.714286 656 27
0.642857 657 27
0.428571 658 27
0.785714 659 27
0.428571 660 27
0.642857 661 27
0.785714 662 27
0.714286 663 27
0.785714 664 27
0.571429 665 27
0.714286 666 27
0.714286 667 27
0.571429 668 27
0.714286 669 27
0.928571 670 27
0.5 671 27
0.928571 672 27
0.642857 673 27
0.785714 674 27
0.571429 675 27
0.714286 676 28
0.642857 677 28
0.857143 678 28
0.785714 679 28
0.785714 680 28
0.571429 681 28
0.714286 682 28
0.785714 683 28
0.857143 684 28
0.714286 685 28
0.642857 686 28
0.571429 687 28
0.785714 688 28
0.857143 689 28
0.785714 690 28
0.928571 691 28
0.571429 692 28
0.928571 693 28
0.5 694 28
0.785714 695 28
0.571429 696 28
0.714286 697 28
0.928571 698 28
0.785714 699 28
0.785714 700 28
0.5 701 29
0.642857 702 29
0.714286 703 29
0.5 704 29
0.785714 705 29
0.714286 706 29
0.642857 707 29
0.714286 708 29
0.642857 709 29
0.785714 710 29
0.714286 711 29
0.785714 712 29
0.714286 713 29
0.571429 714 29
0.642857 715 29
0.642857 716 29
0.571429 717 29
0.714286 718 29
0.642857 719 29
0.714286 720 29
0.571429 721 29
0.785714 722 29
0.642857 723 29
0.642857 724 29
0.642857 725 29
0.642857 726 30
0.642857 727 30
0.642857 728 30
0.571429 729 30
0.857143 730 30
0.642857 731 30
0.714286 732 30
0.714286 733 30
0.714286 734 30
0.642857 735 30
0.714286 736 30
0.642857 737 30
0.571429 738 30
0.642857 739 30
0.714286 740 30
0.857143 741 30
0.642857 742 30
0.857143 743 30
0.928571 744 30
0.785714 745 30
0.785714 746 30
0.714286 747 30
0.857143 748 30
0.642857 749 30
0.785714 750 30
1 751 31
0.714286 752 31
0.714286 753 31
0.714286 754 31
0.571429 755 31
0.857143 756 31
0.857143 757 31
0.785714 758 31
0.571429 759 31
0.642857 760 31
0.714286 761 31
0.785714 762 31
0.785714 763 31
0.857143 764 31
0.642857 765 31
0.571429 766 31
0.714286 767 31
0.785714 768 31
0.714286 769 31
0.714286 770 31
0.928571 771 31
0.642857 772 31
0.714286 773 31
0.857143 774 31
0.5 775 31
0.571429 776 32
0.571429 777 32
0.857143 778 32
0.857143 779 32
0.714286 780 32
0.714286 781 32
0.857143 782 32
0.714286 783 32
0.642857 784 32
0.714286 785 32
0.642857 786 32
0.642857 787 32
0.785714 788 32
0.714286 789 32
0.714286 790 32
0.857143 791 32
0.642857 792 32
0.714286 793 32
0.714286 794 32
0.857143 795 32
0.642857 796 32
0.642857 797 32
0.714286 798 32
0.5 799 32
0.642857 800 32
0.714286 801 33
0.928571 802 33
0.785714 803 33
0.642857 804 33
0.714286 805 33
0.5 806 33
0.571429 807 33
0.5 808 33
0.571429 809 33
0.785714 810 33
0.642857 811 33
0.642857 812 33
0.571429 813 33
0.5 814 33
0.785714 815 33
0.571429 816 33
0.714286 817 33
0.571429 818 33
0.857143 819 33
0.785714 820 33
0.785714 821 33
0.571429 822 33
0.571429 823 33
0.571429 824 33
0.571429 825 33
0.428571 826 34
0.642857 827 34
0.642857 828 34
0.642857 829 34
0.714286 830 34
0.571429 831 34
0.642857 832 34
0.428571 833 34
0.428571 834 34
0.857143 835 34
0.642857 836 34
0.714286 837 34
0.785714 838 34
0.357143 839 34
0.714286 840 34
0.785714 841 34
0.857143 842 34
0.714286 843 34
0.785714 844 34
0.642857 845 34
0.785714 846 34
0.571429 847 34
0.714286 848 34
0.571429 849 34
0.571429 850 34
0.642857 851 35
0.857143 852 35
0.642857 853 35
1 854 35
0.785714 855 35
0.785714 856 35
1 857 35
0.785714 858 35
0.714286 859 35
0.714286 860 35
0.928571 861 35
0.642857 862 35
0.785714 863 35
0.714286 864 35
0.571429 865 35
0.857143 866 35
0.571429 867 35
0.428571 868 35
0.857143 869 35
0.642857 870 35
0.642857 871 35
0.857143 872 35
0.642857 873 35
0.642857 874 35
0.714286 875 35
0.5 876 36
0.785714 877 36
0.5 878 36
0.714286 879 36
0.714286 880 36
0.642857 881 36
0.785714 882 36
0.857143 883 36
0.642857 884 36
0.785714 885 36
0.5 886 36
0.642857 887 36
0.642857 888 36
0.571429 889 36
0.857143 890 36
0.785714 891 36
0.642857 892 36
0.785714 893 36
0.785714 894 36
0.571429 895 36
0.785714 896 36
1 897 36
0.5 898 36
0.642857 899 36
0.642857 900 36
