"condition" "subject" "block" "acc_mean" "rt_mean"
3 2 11 0.68 3.212284
3 3 11 0.56 4.221164
3 4 11 0.56 2.161756
3 6 11 0.72 2.988956
3 9 11 0.8 3.299964
3 10 11 0.6 2.28604
3 12 11 0.52 2.26832
3 13 11 0.4 2.61808
3 14 11 0.52 3.272992
3 15 11 0.56 4.140464
3 16 11 0.56 2.783168
3 17 11 0.6 3.245116
3 18 11 0.88 3.85134
3 19 11 0.64 4.268236
3 20 11 0.48 3.264928
3 21 11 0.44 2.168372
3 22 11 0.8 3.14948
3 23 11 0.64 4.100204
3 25 11 0.52 5.124352
3 29 11 0.84 4.787996
3 30 11 0.52 2.039772
3 32 11 0.6 3.069392
3 2 12 0.92 2.410896
3 3 12 0.56 3.498816
3 4 12 0.76 1.967864
3 6 12 0.92 2.227056
3 9 12 0.84 2.638376
3 10 12 0.52 1.818708
3 12 12 0.6 1.580772
3 13 12 0.44 1.90596
3 14 12 0.68 2.720084
3 15 12 0.6 4.73338
3 16 12 0.44 2.886112
3 17 12 0.8 2.753612
3 18 12 0.72 2.809652
3 19 12 0.68 2.368372
3 20 12 0.6 2.65844
3 21 12 0.52 1.798272
3 22 12 0.72 2.390704
3 23 12 0.76 2.544092
3 25 12 0.64 4.540152
3 29 12 0.76 4.983332
3 30 12 0.52 1.865484
3 32 12 0.4 2.172788
3 2 13 0.56 2.8668
3 3 13 0.4 3.97804
3 4 13 0.72 1.967924
3 6 13 0.84 2.147572
3 9 13 0.64 3.238092
3 10 13 0.48 1.513488
3 12 13 0.28 1.443876
3 13 13 0.4 1.595592
3 14 13 0.6 2.7291
3 15 13 0.4 4.128504
3 16 13 0.6 2.259404
3 17 13 0.44 2.581328
3 18 13 0.28 3.024704
3 19 13 0.64 2.59282
3 20 13 0.56 3.164252
3 21 13 0.36 1.598912
3 22 13 0.48 2.368948
3 23 13 0.6 2.625788
3 25 13 0.4 4.80446
3 29 13 0.68 7.546004
3 30 13 0.44 1.575616
3 32 13 0.52 2.499056
3 2 14 0.24 2.979656
3 3 14 0.32 3.498532
3 4 14 0.52 1.302108
3 6 14 0.6 2.06806
3 9 14 0.72 3.003964
3 10 14 0.48 1.599912
3 12 14 0.16 1.743816
3 13 14 0.36 1.9424
3 14 14 0.52 3.66748
3 15 14 0.2 5.644784
3 16 14 0.36 2.67608
3 17 14 0.12 2.35512
3 18 14 0.12 2.42464
3 19 14 0.16 1.096276
3 20 14 0.56 2.553352
3 21 14 0.32 1.16898
3 22 14 0.32 3.029588
3 23 14 0.64 2.066108
3 25 14 0.44 7.948788
3 29 14 0.32 6.772376
3 30 14 0.6 3.228732
3 32 14 0.36 2.386996
3 2 15 0.44 3.986996
3 3 15 0.56 3.44716
3 4 15 0.4 1.432464
3 6 15 0.8 2.422696
3 9 15 0.56 2.732288
3 10 15 0.56 1.874744
3 12 15 0.24 1.364844
3 13 15 0.32 1.155864
3 14 15 0.52 2.704448
3 15 15 0.24 5.151932
3 16 15 0.32 2.556028
3 17 15 0.2 2.0534
3 18 15 0.12 1.890256
3 19 15 0.32 0.773036
3 20 15 0.52 2.516348
3 21 15 0.32 1.210836
3 22 15 0.64 3.435192
3 23 15 0.52 1.358812
3 25 15 0.28 9.108496
3 29 15 0.04 5.373916
3 30 15 0.2 4.268064
3 32 15 0.52 2.536784
3 2 16 0.44 3.023008
3 3 16 0.4 3.625084
3 4 16 0.36 1.99478
3 6 16 0.68 2.081956
3 9 16 0.44 2.673316
3 10 16 0.52 1.448576
3 12 16 0.4 1.209908
3 13 16 0.32 1.39026
3 14 16 0.56 3.256004
3 15 16 0.4 4.29038
3 16 16 0.16 3.254908
3 17 16 0.2 2.293588
3 18 16 0.16 1.97216
3 19 16 0.36 0.707768
3 20 16 0.52 2.377104
3 21 16 0.28 1.224088
3 22 16 0.8 4.191432
3 23 16 0.32 1.190816
3 25 16 0.24 8.54864
3 29 16 0.28 12.035408
3 30 16 0.36 7.657736
3 32 16 0.4 2.944116
3 2 17 0.24 3.475232
3 3 17 0.44 3.320208
3 4 17 0.32 1.447416
3 6 17 0.8 2.396636
3 9 17 0.2 3.965144
3 10 17 0.6 1.374336
3 12 17 0.48 1.413484
3 13 17 0.56 1.15882
3 14 17 0.24 1.842304
3 15 17 0.16 0.880016
3 16 17 0.16 2.478056
3 17 17 0.36 2.31102
3 18 17 0.64 2.090916
3 19 17 0.36 0.720876
3 20 17 0.56 1.523392
3 21 17 0.24 1.378288
3 22 17 0.16 2.758732
3 23 17 0.12 1.273104
3 25 17 0.36 8.225488
3 29 17 0.28 5.14688
3 30 17 0.36 0.775588
3 32 17 0.4 3.527028
3 2 18 0.28 3.421024
3 3 18 0.44 3.75014
3 4 18 0.6 1.4029
3 6 18 0.88 2.611264
3 9 18 0.32 3.148456
3 10 18 0.4 0.938964
3 12 18 0.56 2.520064
3 13 18 0.48 0.904896
3 14 18 0.4 2.160144
3 15 18 0.36 0.339508
3 16 18 0.44 2.278532
3 17 18 0.32 1.802004
3 18 18 0.28 1.627524
3 19 18 0.28 0.7092
3 20 18 0.48 1.284624
3 21 18 0.36 0.997756
3 22 18 0.24 4.180376
3 23 18 0.28 0.868428
3 25 18 0.12 6.188892
3 29 18 0.2 3.838212
3 30 18 0.28 0.685312
3 32 18 0.32 2.856164
3 2 19 0.24 2.831024
3 3 19 0.6 4.305636
3 4 19 0.6 1.206192
3 6 19 0.76 2.614536
3 9 19 0.28 1.821452
3 10 19 0.44 1.520268
3 12 19 0.32 1.980216
3 13 19 0.48 0.955732
3 14 19 0.32 0.638484
3 15 19 0.32 1.162216
3 16 19 0.4 1.769508
3 17 19 0.2 1.535384
3 18 19 0.48 1.186596
3 19 19 0.2 0.537408
3 20 19 0.4 1.785152
3 21 19 0.2 1.33022
3 22 19 0.2 2.196456
3 23 19 0.32 0.852132
3 25 19 0.24 9.49986
3 29 19 0.4 3.809724
3 30 19 0.12 0.606964
3 32 19 0.64 3.237368
3 2 20 0.32 3.4944
3 3 20 0.52 4.746628
3 4 20 0.24 0.387488
3 6 20 0.88 1.997272
3 9 20 0.08 2.14726
3 10 20 0.4 1.562412
3 12 20 0.12 1.41844
3 13 20 0.4 1.36248
3 14 20 0.28 0.886768
3 15 20 0.28 1.627856
3 16 20 0.4 1.608084
3 17 20 0.16 1.651484
3 18 20 0.32 0.940308
3 19 20 0.2 0.494024
3 20 20 0.12 1.438444
3 21 20 0.24 0.566384
3 22 20 0.36 2.440204
3 23 20 0.28 0.69948
3 25 20 0.24 5.203188
3 29 20 0.12 3.627424
3 30 20 0.28 0.989372
3 32 20 0.44 3.07932
3 2 21 0.32 3.292244
3 3 21 0.6 3.472784
3 4 21 0.24 0.9957
3 6 21 0.8 2.312996
3 9 21 0.04 4.831064
3 10 21 0.48 1.698256
3 12 21 0.28 1.482736
3 13 21 0.44 0.985344
3 14 21 0.24 0.97554
3 15 21 0.24 0.580872
3 16 21 0.4 1.219512
3 17 21 0.24 1.352644
3 18 21 0.36 1.120736
3 19 21 0.4 0.583336
3 20 21 0.48 0.844648
3 21 21 0.24 1.035804
3 22 21 0.2 2.530596
3 23 21 0.32 0.645112
3 25 21 0.24 3.765732
3 29 21 0.28 0.803592
3 30 21 0.24 0.560284
3 32 21 0.2 3.09344
3 2 22 0.28 2.183036
3 3 22 0.64 4.416276
3 4 22 0.24 0.51442
3 6 22 0.84 3.493008
3 9 22 0.36 1.990988
3 10 22 0.48 1.10748
3 12 22 0.2 1.38426
3 13 22 0.4 0.808696
3 14 22 0.12 1.401916
3 15 22 0.16 0.449424
3 16 22 0.28 1.775984
3 17 22 0.2 1.5003
3 18 22 0.28 0.719612
3 19 22 0.08 0.397816
3 20 22 0.4 0.875864
3 21 22 0.24 1.948284
3 22 22 0.28 2.665104
3 23 22 0.28 1.096624
3 25 22 0.2 3.830204
3 29 22 0.16 0.127344
3 30 22 0.24 0.504768
3 32 22 0.4 2.467992
3 2 23 0.44 1.890884
3 3 23 0.48 1.989852
3 4 23 0.4 1.422204
3 6 23 0.68 1.417472
3 9 23 0.28 1.6036
3 10 23 0.6 1.210092
3 12 23 0.32 0.963664
3 13 23 0.28 0.886072
3 14 23 0.44 0.772304
3 15 23 0.32 1.008712
3 16 23 0.28 1.147972
3 17 23 0.16 0.944144
3 18 23 0.24 0.796424
3 19 23 0.2 1.230768
3 20 23 0.28 1.358928
3 21 23 0.32 0.682012
3 22 23 0.56 1.383232
3 23 23 0.28 1.2955
3 25 23 0.28 0.39106
3 29 23 0.12 0.318108
3 30 23 0.6 1.203372
3 32 23 0.36 1.359704
3 2 24 0.36 1.730668
3 3 24 0.4 1.12056
3 4 24 0.2 1.262572
3 6 24 0.84 1.219136
3 9 24 0.16 0.631556
3 10 24 0.52 0.944844
3 12 24 0.4 1.270336
3 13 24 0.28 0.942544
3 14 24 0.16 0.704292
3 15 24 0.24 0.408856
3 16 24 0.4 1.336772
3 17 24 0.28 0.41708
3 18 24 0.52 0.606408
3 19 24 0.36 0.496268
3 20 24 0.16 0.9392
3 21 24 0.28 0.484972
3 22 24 0.28 1.356364
3 23 24 0.48 0.462416
3 25 24 0.28 0.155428
3 29 24 0.16 0.307384
3 30 24 0.32 0.794944
3 32 24 0.36 1.217172
3 2 25 0.2 2.196332
3 3 25 0.28 0.666368
3 4 25 0.16 1.557516
3 6 25 0.56 0.968024
3 9 25 0.36 1.74322
3 10 25 0.4 1.001456
3 12 25 0.36 0.883152
3 13 25 0.24 0.939068
3 14 25 0.36 0.739024
3 15 25 0.32 0.244108
3 16 25 0.36 1.247412
3 17 25 0.24 0.76114
3 18 25 0.36 1.08948
3 19 25 0.12 0.453228
3 20 25 0.56 0.812664
3 21 25 0.2 0.2604
3 22 25 0.44 1.45442
3 23 25 0.28 0.631548
3 25 25 0.16 0.21644
3 29 25 0.12 0.772988
3 30 25 0.52 0.952228
3 32 25 0.36 1.63334
3 2 26 0.28 1.430484
3 3 26 0.28 0.52972
3 4 26 0.32 1.743808
3 6 26 0.44 1.200672
3 9 26 0.16 0.64268
3 10 26 0.52 0.925272
3 12 26 0.28 1.007724
3 13 26 0.44 1.535044
3 14 26 0.24 0.342508
3 15 26 0.16 0.098888
3 16 26 0.36 1.176104
3 17 26 0.32 0.642632
3 18 26 0.28 0.662396
3 19 26 0.4 0.443728
3 20 26 0.44 0.716212
3 21 26 0.24 0.09948
3 22 26 0.28 0.935112
3 23 26 0.2 0.832016
3 25 26 0.24 0.236152
3 29 26 0.32 0.27834
3 30 26 0.24 1.1644
3 32 26 0.4 2.159824
3 2 27 0.44 1.946356
3 3 27 0.32 0.578204
3 4 27 0.12 1.42326
3 6 27 0.24 0.9138
3 9 27 0.28 2.893856
3 10 27 0.44 0.454328
3 12 27 0.2 0.778496
3 13 27 0.36 1.40524
3 14 27 0.16 0.668912
3 15 27 0.24 0.113468
3 16 27 0.28 1.626808
3 17 27 0.36 0.560752
3 18 27 0.32 0.416376
3 19 27 0.24 0.47182
3 20 27 0.24 0.473348
3 21 27 0.16 0.1911
3 22 27 0.36 1.341232
3 23 27 0.32 0.478188
3 25 27 0.28 0.493068
3 29 27 0.28 0.65362
3 30 27 0.32 1.001432
3 32 27 0.2 1.135404
3 2 28 0.52 0.760292
3 3 28 0.32 0.42844
3 4 28 0.28 2.168376
3 6 28 0.48 1.114452
3 9 28 0.24 0.5576
3 10 28 0.24 0.579416
3 12 28 0.4 0.994512
3 13 28 0.44 1.794088
3 14 28 0.4 0.693244
3 15 28 0.28 0.11858
3 16 28 0.12 1.306136
3 17 28 0.4 0.649948
3 18 28 0.4 1.01572
3 19 28 0.32 0.570432
3 20 28 0.48 0.580776
3 21 28 0.2 0.113912
3 22 28 0.24 1.270128
3 23 28 0.28 1.173088
3 25 28 0.32 0.338148
3 29 28 0.28 0.731948
3 30 28 0.12 0.596952
3 32 28 0.32 0.74642
3 2 29 0.56 1.338948
3 3 29 0.44 0.808712
3 4 29 0.36 2.120452
3 6 29 0.96 1.38888
3 9 29 0.16 1.860604
3 10 29 0.44 1.116644
3 12 29 0.24 0.488116
3 13 29 0.28 0.640132
3 14 29 0.2 0.5648
3 15 29 0.12 0.367992
3 16 29 0.48 2.166776
3 17 29 0.76 1.166724
3 18 29 0.92 1.019488
3 19 29 0.36 0.538832
3 20 29 0.36 0.615128
3 21 29 0.32 0.143148
3 22 29 0.48 1.571232
3 23 29 0.36 0.88686
3 25 29 0.2 0.30512
3 29 29 0.28 1.191124
3 30 29 0.04 0.863072
3 32 29 0.52 1.1205
3 2 30 0.84 1.569256
3 3 30 0.6 1.069568
3 4 30 0.72 1.509164
3 6 30 0.84 1.122764
3 9 30 0.36 0.744344
3 10 30 0.44 1.344464
3 12 30 0.24 0.552544
3 13 30 0.4 0.95542
3 14 30 0.2 0.150964
3 15 30 0.36 0.093108
3 16 30 0.6 1.451708
3 17 30 0.8 1.224848
3 18 30 0.68 1.289524
3 19 30 0.2 0.543912
3 20 30 0.48 0.985132
3 21 30 0.24 0.143332
3 22 30 0.88 1.286132
3 23 30 0.52 0.731412
3 25 30 0.24 0.27948
3 29 30 0.2 2.229996
3 30 30 0.28 0.804532
3 32 30 0.28 1.470132
3 2 31 0.72 1.929808
3 3 31 0.4 1.027412
3 4 31 0.76 2.394924
3 6 31 0.8 1.065312
3 9 31 0.28 1.766556
3 10 31 0.32 1.28484
3 12 31 0.44 0.521336
3 13 31 0.2 1.102516
3 14 31 0.2 0.150684
3 15 31 0.24 0.167764
3 16 31 0.6 1.190236
3 17 31 0.84 1.358716
3 18 31 0.88 1.445068
3 19 31 0.28 0.452056
3 20 31 0.24 0.699492
3 21 31 0.2 0.435152
3 22 31 0.88 1.458244
3 23 31 0.64 0.8622
3 25 31 0.2 0.49398
3 29 31 0.32 0.313316
3 30 31 0.32 0.936448
3 32 31 0.44 1.544016
3 2 32 0.56 2.149412
3 3 32 0.76 1.270176
3 4 32 0.68 1.69686
3 6 32 0.72 0.837756
3 9 32 0.56 1.145452
3 10 32 0.64 1.4653
3 12 32 0.72 1.32926
3 13 32 0.28 0.86882
3 14 32 0.12 0.118704
3 15 32 0.28 0.8011
3 16 32 0.6 1.400492
3 17 32 0.88 1.241468
3 18 32 0.88 1.669552
3 19 32 0.28 0.424024
3 20 32 0.56 0.98198
3 21 32 0.2 0.187648
3 22 32 0.8 1.332544
3 23 32 0.64 0.855788
3 25 32 0.36 0.13274
3 29 32 0.2 0.703576
3 30 32 0.4 1.039316
3 32 32 0.56 1.388244
3 2 33 0.6 2.019208
3 3 33 0.72 0.907284
3 4 33 0.8 2.472568
3 6 33 0.68 1.029564
3 9 33 0.28 4.140716
3 10 33 0.36 0.977536
3 12 33 0.68 1.18536
3 13 33 0.32 0.873556
3 14 33 0.28 0.350728
3 15 33 0.32 0.186192
3 16 33 0.76 1.169332
3 17 33 0.68 1.366216
3 18 33 0.64 1.703336
3 19 33 0.2 0.519504
3 20 33 0.48 1.056384
3 21 33 0.04 0.378884
3 22 33 0.84 0.922564
3 23 33 0.8 0.958228
3 25 33 0.24 0.312824
3 29 33 0.16 0.38554
3 30 33 0.24 1.063136
3 32 33 0.36 1.46688
3 2 34 0.72 2.28424
3 3 34 0.6 0.932148
3 4 34 0.76 1.653644
3 6 34 0.68 1.515372
3 9 34 0.2 2.934192
3 10 34 0.52 0.967864
3 12 34 0.6 1.415836
3 13 34 0.68 0.799656
3 14 34 0.16 0.293036
3 15 34 0.2 1.71716
3 16 34 0.48 0.94912
3 17 34 0.76 1.35106
3 18 34 0.84 1.818864
3 19 34 0.28 0.387028
3 20 34 0.44 9.583124
3 21 34 0.2 0.182028
3 22 34 0.88 1.222592
3 23 34 0.8 0.858796
3 25 34 0.28 0.605728
3 29 34 0.2 0.170948
3 30 34 0.4 0.304144
3 32 34 0.4 2.26426
4 2 1 0.12 0.905644
4 3 1 0.12 1.350396
4 4 1 0.6 0.9895
4 5 1 0.44 4.328808
4 6 1 0.4 0.912292
4 7 1 0.08 2.32574
4 8 1 0.56 1.62932
4 9 1 0.32 0.808332
4 10 1 0.8 1.843504
4 11 1 0.04 0.746476
4 13 1 0.2 2.95598
4 14 1 0.36 1.733768
4 15 1 0.2 1.40782
4 16 1 0.8 1.052032
4 17 1 0.24 2.117812
4 18 1 0.56 2.898336
4 20 1 0.68 1.463044
4 21 1 0.52 1.841772
4 23 1 0.28 1.590912
4 24 1 0.16 0.719476
4 25 1 0.2 2.539764
4 30 1 0.4 1.180424
4 2 2 0.32 1.09892
4 3 2 0.48 1.457328
4 4 2 0.68 0.765988
4 5 2 0.56 1.698696
4 6 2 0.36 0.65826
4 7 2 0.48 1.352524
4 8 2 0.76 1.412992
4 9 2 0.32 0.971252
4 10 2 0.72 2.025908
4 11 2 0.36 0.598712
4 13 2 0.48 2.726852
4 14 2 0.72 1.172484
4 15 2 0.24 1.095428
4 16 2 0.92 1.108416
4 17 2 0.24 1.676216
4 18 2 0.64 2.598256
4 20 2 0.76 1.28594
4 21 2 0.68 1.954412
4 23 2 0.52 0.928856
4 24 2 0.6 0.9218
4 25 2 0.64 3.93784
4 30 2 0.4 1.0198
4 2 3 0.48 0.784688
4 3 3 0.68 1.056996
4 4 3 0.96 0.713612
4 5 3 0.44 1.374972
4 6 3 0.48 0.847064
4 7 3 0.56 1.396232
4 8 3 0.68 1.90256
4 9 3 0.28 0.920988
4 10 3 0.72 1.77822
4 11 3 0.56 0.768512
4 13 3 0.44 3.63924
4 14 3 0.36 1.023588
4 15 3 0.28 1.239804
4 16 3 0.8 1.019972
4 17 3 0.48 1.683496
4 18 3 0.64 1.967552
4 20 3 0.76 1.241884
4 21 3 0.92 1.69306
4 23 3 0.32 0.881956
4 24 3 0.6 1.237736
4 25 3 0.44 3.758968
4 30 3 0.44 1.208288
4 2 4 0.44 0.747912
4 3 4 0.72 0.831908
4 4 4 0.8 0.6864
4 5 4 0.48 1.565408
4 6 4 0.36 0.84818
4 7 4 0.68 1.236112
4 8 4 0.72 1.665676
4 9 4 0.44 1.029228
4 10 4 0.8 1.733336
4 11 4 0.48 0.741592
4 13 4 0.24 4.688452
4 14 4 0.52 1.229856
4 15 4 0.28 1.086872
4 16 4 0.84 1.074936
4 17 4 0.56 1.898032
4 18 4 0.88 1.865636
4 20 4 0.72 1.085484
4 21 4 0.8 1.62792
4 23 4 0.36 0.992856
4 24 4 0.84 0.924728
4 25 4 0.52 2.19328
4 30 4 0.52 1.592296
4 2 5 0.36 0.993444
4 3 5 0.6 1.126968
4 4 5 0.4 0.880248
4 5 5 0.56 1.069244
4 6 5 0.68 0.820696
4 7 5 0.76 1.577436
4 8 5 0.88 1.219412
4 9 5 0.48 0.994416
4 10 5 0.68 1.68
4 11 5 0.52 1.001224
4 13 5 0.24 4.345328
4 14 5 0.76 1.278492
4 15 5 0.36 0.927028
4 16 5 0.8 1.02882
4 17 5 0.72 2.317484
4 18 5 0.76 2.17188
4 20 5 0.72 1.401224
4 21 5 0.8 1.938736
4 23 5 0.36 0.702732
4 24 5 0.64 1.161376
4 25 5 0.56 3.431724
4 30 5 0.76 1.555432
4 2 6 0.76 1.811424
4 3 6 0.88 0.980684
4 4 6 0.72 0.672632
4 5 6 0.48 1.111988
4 6 6 0.76 0.810108
4 7 6 0.92 1.479036
4 8 6 0.8 1.82194
4 9 6 0.48 0.918724
4 10 6 0.84 1.542008
4 11 6 0.64 0.850688
4 13 6 0.6 2.843776
4 14 6 0.8 1.027968
4 15 6 0.36 1.041808
4 16 6 0.76 0.909036
4 17 6 0.84 2.488912
4 18 6 0.88 2.151524
4 20 6 0.68 1.23256
4 21 6 0.84 1.856264
4 23 6 0.36 0.719888
4 24 6 0.6 1.021756
4 25 6 0.44 1.54942
4 30 6 0.64 1.325828
4 2 7 0.8 0.977896
4 3 7 0.68 0.960984
4 4 7 0.8 0.61862
4 5 7 0.64 1.201844
4 6 7 0.68 0.935992
4 7 7 0.8 1.399324
4 8 7 0.8 1.777524
4 9 7 0.48 0.831296
4 10 7 0.88 1.598552
4 11 7 0.56 0.876256
4 13 7 0.84 2.062316
4 14 7 0.76 0.94732
4 15 7 0.44 1.15898
4 16 7 0.8 1.005732
4 17 7 0.8 2.316384
4 18 7 0.88 2.6275
4 20 7 0.76 1.5879
4 21 7 0.68 1.3219
4 23 7 0.4 0.66486
4 24 7 0.72 1.187984
4 25 7 0.32 1.634276
4 30 7 0.44 1.262644
4 2 8 0.64 1.375996
4 3 8 0.72 1.00902
4 4 8 0.76 0.727552
4 5 8 0.64 1.300764
4 6 8 0.8 1.438144
4 7 8 0.8 1.306812
4 8 8 0.6 1.89754
4 9 8 0.48 0.874568
4 10 8 0.8 1.851612
4 11 8 0.64 0.981
4 13 8 0.84 2.37142
4 14 8 0.76 1.072928
4 15 8 0.32 0.981056
4 16 8 0.8 0.931176
4 17 8 0.72 1.863764
4 18 8 0.76 2.09006
4 20 8 0.88 1.595508
4 21 8 0.92 1.920664
4 23 8 0.32 0.544572
4 24 8 0.64 1.038828
4 25 8 0.68 2.10392
4 30 8 0.8 1.350716
4 2 9 0.64 1.543804
4 3 9 0.56 1.014408
4 4 9 0.76 0.833204
4 5 9 0.84 1.300944
4 6 9 0.88 1.047008
4 7 9 0.64 1.600704
4 8 9 0.88 1.313812
4 9 9 0.64 0.985164
4 10 9 0.88 1.688556
4 11 9 0.76 1.353772
4 13 9 0.92 2.497788
4 14 9 0.68 1.119364
4 15 9 0.4 1.16894
4 16 9 0.8 1.04358
4 17 9 0.76 2.233624
4 18 9 0.8 2.395592
4 20 9 0.84 1.71532
4 21 9 0.76 1.261248
4 23 9 0.32 0.683016
4 24 9 0.72 1.024216
4 25 9 0.6 1.629356
4 30 9 0.8 1.079764
4 2 10 0.6 2.154384
4 3 10 0.48 0.937696
4 4 10 0.88 0.63552
4 5 10 0.88 0.813176
4 6 10 0.76 0.93064
4 7 10 0.76 1.723888
4 8 10 0.88 1.145028
4 9 10 0.6 0.935044
4 10 10 0.88 1.821012
4 11 10 0.76 1.39708
4 13 10 0.88 2.320668
4 14 10 0.84 0.915304
4 15 10 0.56 1.006456
4 16 10 0.76 1.132872
4 17 10 0.64 2.176832
4 18 10 0.92 2.628748
4 20 10 0.84 1.242092
4 21 10 0.68 1.65756
4 23 10 0.48 0.592016
4 24 10 0.64 1.274156
4 25 10 0.52 2.536352
4 30 10 0.8 1.216096
4 2 11 0.6 1.959024
4 3 11 0.52 1.150056
4 4 11 0.92 0.704752
4 5 11 0.88 0.970768
4 6 11 0.84 1.015284
4 7 11 0.84 1.210064
4 8 11 0.48 1.352528
4 9 11 0.36 0.952536
4 10 11 0.8 1.529732
4 11 11 0.56 1.279172
4 13 11 0.72 1.839992
4 14 11 0.8 0.972324
4 15 11 0.52 1.098672
4 16 11 0.8 1.005452
4 17 11 0.84 2.517108
4 18 11 0.8 3.305088
4 20 11 0.88 1.401248
4 21 11 0.84 1.206252
4 23 11 0.52 0.605724
4 24 11 0.84 1.268496
4 25 11 0.6 1.721856
4 30 11 0.72 1.23504
4 2 12 0.76 2.539308
4 3 12 0.52 1.816612
4 4 12 0.88 0.631556
4 5 12 0.8 1.059484
4 6 12 0.76 0.988832
4 7 12 0.64 1.736504
4 8 12 0.8 2.190968
4 9 12 0.44 0.974908
4 10 12 0.84 1.601968
4 11 12 0.56 1.455868
4 13 12 0.72 2.460184
4 14 12 0.8 1.881072
4 15 12 0.2 1.202156
4 16 12 0.72 1.276288
4 17 12 0.72 3.931092
4 18 12 0.88 2.73884
4 20 12 0.88 1.369524
4 21 12 0.68 1.208808
4 23 12 0.36 0.498308
4 24 12 0.8 1.103992
4 25 12 0.44 1.416672
4 30 12 0.8 1.92826
4 2 13 0.36 1.627092
4 3 13 0.6 0.93822
4 4 13 0.76 1.058576
4 5 13 0.32 1.117724
4 6 13 0.48 1.079348
4 7 13 0.4 2.059144
4 8 13 0.16 1.83002
4 9 13 0.32 0.643252
4 10 13 0.2 1.393292
4 11 13 0.2 1.472668
4 13 13 0.44 2.944736
4 14 13 0.12 1.764488
4 15 13 0.52 1.39546
4 16 13 0.72 1.012048
4 17 13 0.92 2.094868
4 18 13 0.56 1.899444
4 20 13 0.6 3.10556
4 21 13 0.52 2.832508
4 23 13 0.28 0.539912
4 24 13 0.4 0.787652
4 25 13 0.44 3.06834
4 30 13 0.52 1.383816
4 2 14 0.2 0.698948
4 3 14 0.4 1.319324
4 4 14 0.6 0.93814
4 5 14 0.2 1.154352
4 6 14 0.08 1.197392
4 7 14 0.12 2.079724
4 8 14 0.28 1.931368
4 9 14 0.48 0.764092
4 10 14 0.2 2.003536
4 11 14 0.28 2.370784
4 13 14 0.4 3.20258
4 14 14 0.08 1.713908
4 15 14 0.4 1.064736
4 16 14 0.84 1.056824
4 17 14 0.68 3.405324
4 18 14 0.68 2.050656
4 20 14 0.44 0.855512
4 21 14 0.4 2.221924
4 23 14 0.4 0.601244
4 24 14 0.24 1.279152
4 25 14 0.48 1.112728
4 30 14 0.36 0.661236
4 2 15 0.36 2.482432
4 3 15 0.4 1.166796
4 4 15 0.48 0.48852
4 5 15 0.28 1.043556
4 6 15 0.44 0.846268
4 7 15 0.28 1.997268
4 8 15 0.12 3.113808
4 9 15 0.32 0.659432
4 10 15 0.2 2.005504
4 11 15 0.16 1.10148
4 13 15 0.44 4.015152
4 14 15 0.08 1.839796
4 15 15 0.48 1.520364
4 16 15 0.72 0.891008
4 17 15 0.4 2.45012
4 18 15 0.04 1.841676
4 20 15 0.08 1.022348
4 21 15 0.24 2.477996
4 23 15 0.28 1.28436
4 24 15 0.28 1.555508
4 25 15 0.56 2.686592
4 30 15 0.16 0.933916
4 2 16 0.24 3.393644
4 3 16 0.12 1.7387
4 4 16 0.28 0.23922
4 5 16 0.2 1.161164
4 6 16 0.12 1.390276
4 7 16 0.36 2.148616
4 8 16 0.4 3.580636
4 9 16 0.64 0.719148
4 10 16 0.28 0.855648
4 11 16 0.28 1.209756
4 13 16 0.52 3.06894
4 14 16 0.16 1.061188
4 15 16 0.6 1.123828
4 16 16 0.76 1.146308
4 17 16 0.44 2.219748
4 18 16 0.16 1.222932
4 20 16 0.32 0.960316
4 21 16 0.24 2.048748
4 23 16 0.32 0.574432
4 24 16 0.16 1.374084
4 25 16 0.36 1.418356
4 30 16 0.2 1.23866
4 2 17 0.28 0.941768
4 3 17 0.52 2.032096
4 4 17 0.56 1.46254
4 5 17 0.28 1.69456
4 6 17 0.24 3.140484
4 7 17 0.68 5.004816
4 8 17 0.24 6.670068
4 9 17 0.56 1.914852
4 10 17 0.72 3.425208
4 11 17 0.24 1.987852
4 13 17 0.48 6.970148
4 14 17 0.12 2.331788
4 15 17 0.4 3.193072
4 16 17 0.72 2.693708
4 17 17 0.44 6.162472
4 18 17 0.16 2.901352
4 20 17 0.76 2.966764
4 21 17 0.68 3.608216
4 23 17 0.28 2.147624
4 24 17 0.32 2.416456
4 25 17 0.56 4.073004
4 30 17 0.08 2.842532
4 2 18 0.36 0.305216
4 3 18 0.4 1.714068
4 4 18 0.44 0.725288
4 5 18 0.36 1.470708
4 6 18 0.16 2.058304
4 7 18 0.88 4.306416
4 8 18 0.28 8.0076
4 9 18 0.44 0.91628
4 10 18 0.2 2.441212
4 11 18 0.64 1.753032
4 13 18 0.32 4.512328
4 14 18 0.24 1.548168
4 15 18 0.52 3.013268
4 16 18 0.8 1.6503
4 17 18 0.48 3.547484
4 18 18 0.4 2.147644
4 20 18 0.4 2.527224
4 21 18 0.4 2.9245
4 23 18 0.32 0.755416
4 24 18 0.2 2.131112
4 25 18 0.4 1.467004
4 30 18 0.32 3.27328
4 2 19 0.2 0.221188
4 3 19 0.4 2.191392
4 4 19 0.24 0.376428
4 5 19 0.44 0.751092
4 6 19 0.16 2.013472
4 7 19 0.64 3.353952
4 8 19 0.12 6.552028
