"condition" "subject" "block" "acc_mean" "rt_mean"
5 32 21 0.16 0.213084
5 33 21 0.12 0.780428
5 2 22 0.44 1.512512
5 3 22 0.36 3.0389
5 4 22 0.6 1.693836
5 5 22 0.28 1.078148
5 6 22 0.2 1.317612
5 7 22 0.36 1.566516
5 8 22 0.44 0.872248
5 9 22 0.32 0.455104
5 10 22 0.28 0.88136
5 11 22 0.44 0.732584
5 13 22 0.32 0.931868
5 15 22 0.12 1.425344
5 16 22 0.28 1.836192
5 17 22 0.32 0.52292
5 18 22 0.72 2.986568
5 19 22 0.08 2.75602
5 20 22 0.44 0.71604
5 21 22 0.44 0.665436
5 22 22 0.32 2.066144
5 23 22 0.32 1.866392
5 24 22 0.24 0.723952
5 25 22 0.32 1.545132
5 27 22 0.04 1.029648
5 28 22 0.16 1.0839
5 29 22 0.4 0.98032
5 31 22 0.44 0.517156
5 32 22 0.28 0.147924
5 33 22 0.32 0.391216
5 2 23 0.48 0.784436
5 3 23 0.2 3.76824
5 4 23 0.56 1.24744
5 5 23 0.28 1.131972
5 6 23 0.52 0.848356
5 7 23 0.2 1.509616
5 8 23 0.44 0.9275
5 9 23 0.12 0.320728
5 10 23 0.36 0.830552
5 11 23 0.12 0.956324
5 13 23 0.36 1.040448
5 15 23 0.32 0.689472
5 16 23 0.2 0.937336
5 17 23 0.32 0.52312
5 18 23 0.68 1.384772
5 19 23 0.28 3.003024
5 20 23 0.28 0.757896
5 21 23 0.28 0.754364
5 22 23 0.28 1.88314
5 23 23 0.28 1.053348
5 24 23 0.36 0.610768
5 25 23 0.32 1.573896
5 27 23 0 1.08106
5 28 23 0.24 1.295156
5 29 23 0.08 1.268416
5 31 23 0.44 0.6109
5 32 23 0.24 0.327164
5 33 23 0.24 0.636912
5 2 24 0.2 0.716056
5 3 24 0.24 3.087256
5 4 24 0.2 0.998048
5 5 24 0.36 1.973396
5 6 24 0.52 0.797312
5 7 24 0.52 0.76248
5 8 24 0.2 0.681704
5 9 24 0.28 0.54576
5 10 24 0.2 1.202432
5 11 24 0.16 1.143192
5 13 24 0.32 0.589644
5 15 24 0.24 0.44764
5 16 24 0.24 0.983376
5 17 24 0.16 0.48058
5 18 24 0.52 2.166828
5 19 24 0.2 1.709672
5 20 24 0.52 0.671604
5 21 24 0.4 0.240256
5 22 24 0.36 1.739484
5 23 24 0.32 1.2882
5 24 24 0.36 0.4578
5 25 24 0.16 1.502016
5 27 24 0.24 0.89388
5 28 24 0.2 0.617164
5 29 24 0.32 0.418608
5 31 24 0.28 0.808096
5 32 24 0.36 0.60928
5 33 24 0.28 0.304784
5 2 25 0.48 1.530928
5 3 25 0.12 2.366148
5 4 25 0.24 1.259996
5 5 25 0.16 1.168284
5 6 25 0.28 1.055632
5 7 25 0.24 0.62444
5 8 25 0.4 0.973132
5 9 25 0.24 0.465776
5 10 25 0.2 0.417904
5 11 25 0.44 2.337588
5 13 25 0.2 0.640208
5 15 25 0.48 0.501924
5 16 25 0.24 1.289636
5 17 25 0.2 0.709192
5 18 25 0.48 1.838072
5 19 25 0.08 2.17578
5 20 25 0.2 0.664276
5 21 25 0.28 0.54816
5 22 25 0.24 1.272508
5 23 25 0.24 0.635372
5 24 25 0.24 0.711088
5 25 25 0.32 2.552348
5 27 25 0.28 0.637628
5 28 25 0.4 1.07696
5 29 25 0.36 0.494912
5 31 25 0.4 0.473144
5 32 25 0.28 0.82166
5 33 25 0.28 0.357304
5 2 26 0.44 1.273636
5 3 26 0.4 2.590168
5 4 26 0.32 1.405692
5 5 26 0.16 0.931648
5 6 26 0.32 0.779356
5 7 26 0.32 0.550856
5 8 26 0.32 1.058564
5 9 26 0.28 0.750632
5 10 26 0.28 0.891756
5 11 26 0.24 0.709484
5 13 26 0.28 0.293428
5 15 26 0.2 0.680652
5 16 26 0.36 2.301328
5 17 26 0.28 1.153848
5 18 26 0.4 1.739644
5 19 26 0.32 1.1638
5 20 26 0.24 0.568084
5 21 26 0.2 0.308344
5 22 26 0.4 1.154532
5 23 26 0.4 1.276088
5 24 26 0.28 0.659032
5 25 26 0.32 0.894524
5 27 26 0.24 0.65724
5 28 26 0.16 0.89204
5 29 26 0.32 0.954228
5 31 26 0.28 0.906388
5 32 26 0.2 0.175408
5 33 26 0.08 0.670456
5 2 27 0.64 1.330864
5 3 27 0.48 2.636348
5 4 27 0.32 0.884428
5 5 27 0.28 0.82876
5 6 27 0.24 1.079052
5 7 27 0.12 0.772676
5 8 27 0.4 0.5624
5 9 27 0.16 0.647048
5 10 27 0.24 0.560044
5 11 27 0.12 1.011316
5 13 27 0.32 0.335608
5 15 27 0.2 0.208528
5 16 27 0.52 1.226968
5 17 27 0.4 1.256792
5 18 27 0.48 2.14776
5 19 27 0.32 2.045828
5 20 27 0.36 0.645904
5 21 27 0.36 0.481536
5 22 27 0.16 1.740376
5 23 27 0.28 1.276652
5 24 27 0.24 0.798512
5 25 27 0.48 1.587736
5 27 27 0.16 0.790404
5 28 27 0.16 2.95496
5 29 27 0.24 0.671604
5 31 27 0.24 0.36812
5 32 27 0.32 0.314524
5 33 27 0.36 0.429364
5 2 28 0.64 1.139436
5 3 28 0.52 2.366932
5 4 28 0.28 1.246916
5 5 28 0.44 0.773108
5 6 28 0.24 0.410512
5 7 28 0.2 1.699612
5 8 28 0.56 0.617624
5 9 28 0.28 0.379852
5 10 28 0.28 0.80432
5 11 28 0.28 2.083788
5 13 28 0.32 0.50966
5 15 28 0.2 0.483852
5 16 28 0.36 1.247104
5 17 28 0.24 0.960756
5 18 28 0.52 1.633212
5 19 28 0.2 3.0825
5 20 28 0.36 0.50822
5 21 28 0.24 0.571836
5 22 28 0.32 1.254692
5 23 28 0.24 0.908528
5 24 28 0.2 0.810104
5 25 28 0.52 1.523904
5 27 28 0.12 0.935048
5 28 28 0.4 3.362184
5 29 28 0.16 0.287608
5 31 28 0.36 0.45148
5 32 28 0.24 0.301044
5 33 28 0.16 0.169532
5 2 29 0.56 1.16248
5 3 29 0.56 0.69886
5 4 29 0.68 1.235692
5 5 29 0.4 0.407836
5 6 29 0.68 1.149596
5 7 29 0.68 1.024116
5 8 29 0.4 0.57038
5 9 29 0.12 0.530748
5 10 29 0.24 0.615032
5 11 29 0.24 1.748144
5 13 29 0.44 0.676032
5 15 29 0.52 1.107588
5 16 29 0.16 2.972708
5 17 29 0.72 1.365116
5 18 29 0.64 1.751092
5 19 29 0.2 1.601308
5 20 29 0.24 0.485388
5 21 29 0.36 0.648032
5 22 29 0.92 1.253196
5 23 29 0.72 1.212236
5 24 29 0.28 0.68718
5 25 29 0.6 1.470872
5 27 29 0.36 1.234972
5 28 29 0.28 0.58394
5 29 29 0.44 0.692432
5 31 29 0.4 1.162528
5 32 29 0.16 0.473304
5 33 29 0.24 0.27208
5 2 30 0.76 1.466876
5 3 30 0.64 0.814488
5 4 30 0.76 1.18946
5 5 30 0.28 0.654528
5 6 30 0.68 1.12112
5 7 30 0.72 1.026628
5 8 30 0.28 1.050492
5 9 30 0.44 0.781348
5 10 30 0.28 0.541476
5 11 30 0.24 3.214384
5 13 30 0.88 1.104636
5 15 30 0.64 1.095268
5 16 30 0.2 0.66442
5 17 30 0.72 1.45504
5 18 30 0.72 1.013388
5 19 30 0.24 1.36366
5 20 30 0.32 0.338028
5 21 30 0.24 0.427844
5 22 30 0.64 1.642452
5 23 30 0.88 1.247896
5 24 30 0.32 2.028848
5 25 30 0.76 1.333884
5 27 30 0.2 1.031816
5 28 30 0.48 0.973504
5 29 30 0.6 1.201468
5 31 30 0.6 0.997108
5 32 30 0.68 1.236968
5 33 30 0.44 0.713136
5 2 31 0.6 2.0042
5 3 31 0.6 1.416372
5 4 31 0.8 1.651272
5 5 31 0.64 1.1061
5 6 31 1 1.009624
5 7 31 0.72 1.27638
5 8 31 0.56 1.45068
5 9 31 0.52 0.57384
5 10 31 0.4 1.129348
5 11 31 0.2 1.26942
5 13 31 0.76 1.104664
5 15 31 0.68 1.226328
5 16 31 0.36 1.256104
5 17 31 0.72 1.84574
5 18 31 0.56 1.32652
5 19 31 0.24 2.558556
5 20 31 0.24 0.53664
5 21 31 0.36 0.741604
5 22 31 0.84 1.715752
5 23 31 0.72 1.02278
5 24 31 0.48 1.199732
5 25 31 0.76 1.588668
5 27 31 0.36 0.618368
5 28 31 0.36 2.344936
5 29 31 0.48 1.192248
5 31 31 0.32 1.364524
5 32 31 0.8 1.02386
5 33 31 0.48 0.864668
5 2 32 0.6 1.83336
5 3 32 0.4 0.926496
5 4 32 0.88 1.193804
5 5 32 0.68 2.027224
5 6 32 0.84 0.94598
5 7 32 0.68 1.926136
5 8 32 0.6 2.187876
5 9 32 0.72 0.885712
5 10 32 0.48 0.537344
5 11 32 0.2 0.709512
5 13 32 0.68 1.018564
5 15 32 0.76 1.25444
5 16 32 0.2 0.49502
5 17 32 0.72 2.15634
5 18 32 0.92 1.482612
5 19 32 0.64 1.599124
5 20 32 0.28 0.68688
5 21 32 0.16 0.324756
5 22 32 0.96 1.427284
5 23 32 0.76 1.300504
5 24 32 0.2 1.245256
5 25 32 0.84 1.226408
5 27 32 0.32 0.552884
5 28 32 0.28 1.705496
5 29 32 0.76 1.57082
5 31 32 0.48 0.906952
5 32 32 0.68 0.933848
5 33 32 0.28 1.048156
5 2 33 0.48 1.005656
5 3 33 0.4 2.919936
5 4 33 0.76 1.996892
5 5 33 0.6 1.386808
5 6 33 0.6 2.573172
5 7 33 0.56 1.959444
5 8 33 0.64 1.764336
5 9 33 0.6 1.02288
5 10 33 0.2 0.647968
5 11 33 0.36 4.086232
5 13 33 0.8 0.953116
5 15 33 0.72 0.85164
5 16 33 0.24 0.535736
5 17 33 0.68 1.413588
5 18 33 0.68 1.196212
5 19 33 0.68 1.622332
5 20 33 0.24 0.410696
5 21 33 0.08 1.955152
5 22 33 0.88 1.37816
5 23 33 0.76 1.14772
5 24 33 0.2 2.007892
5 25 33 0.84 1.677068
5 27 33 0.24 0.534604
5 28 33 0.24 0.747836
5 29 33 0.72 1.988224
5 31 33 0.56 0.817292
5 32 33 0.56 0.549136
5 33 33 0.52 0.844336
5 2 34 0.68 1.936672
5 3 34 0.4 0.695748
5 4 34 0.72 1.55254
5 5 34 0.48 1.112552
5 6 34 0.68 1.057292
5 7 34 0.76 3.822548
5 8 34 0.8 4.059332
5 9 34 0.72 0.846932
5 10 34 0.32 0.760684
5 11 34 0.28 1.148196
5 13 34 0.52 1.079004
5 15 34 0.84 1.343228
5 16 34 0.32 0.955604
5 17 34 0.88 1.308788
5 18 34 0.8 1.746928
5 19 34 0.72 1.314344
5 20 34 0.4 0.758604
5 21 34 0.24 3.207364
5 22 34 0.88 1.276008
5 23 34 0.6 1.197804
5 24 34 0.16 1.4763
5 25 34 0.64 1.370796
5 27 34 0.24 0.651636
5 28 34 0.24 0.724184
5 29 34 0.76 1.475884
5 31 34 0.6 0.786384
5 32 34 0.6 0.78124
5 33 34 0.8 1.322272
